icao,name,lat,lon,runways,ils
73R,Salado,30.92073972,-97.53973112,1,0
73S,Willard Field,47.23573194,-117.04323112,1,0
73TX,Frerich Ranch,29.17190416,-100.64202917,2,0
73W,Jj & Pk,39.79342611,-77.77805,1,0
73WA,7 Bays,47.85099111,-118.33026556,1,0
73WI,Vetterkind Strip,45.24051722,-91.50877334,2,0
73X,Indian River Aerodrome,27.59864472,-80.50199834,1,0
73XS,Dearing Ranch,32.44596611,-98.37115945,1,0
73Y,Traverse Air,45.95357111,-96.40089862,1,0
74A,Lyons Airpark,34.48925333,-85.79413639,1,0
74B,Mount Vernon,44.50923166,-69.95255389,1,0
74CO,Westberg-rosling Farms,40.04720527,-104.20939584,1,0
74D,Marshall Co,39.8808205,-80.735775,1,0
74FD,Clarksville,30.46408361,-85.17714251,1,0
74FL,Jefferson Landings,30.58464694,-83.70793667,1,0
74GA,Bowens Mill Christian Center,31.83462694,-83.21848695,1,0
74I,J.r.cowan,40.1430925,-86.08276528,1,0
74IN,Tucker Farms,40.56837749,-85.34441639,1,0
74J,Acres Of Diamonds Airpark,30.88629944,-85.16381834,1,0
74K,Meadows,40.23333694,-93.93356139,1,0
74KS,Ensminger,37.93336861,-95.21720001,1,0
74KY,Terry Field,36.89866666,-88.84672389,1,0
74M,River Acres,35.46674611,-91.96681362,1,0
74MN,Frisch Personal,45.69718388,-96.43145223,1,0
74MU,Koala-t-field,39.04004444,-91.13042417,1,0
74N,Bendigo,40.55842083,-76.56190723,1,0
74ND,Langs Airfield,46.54997611,-99.33372084,1,0
74NY,New Salem Aerodrome,43.00561666,-77.29137778,1,0
74OK,W.g. Anderson Memorial,33.9501,-97.15029084,1,0
74OR,Stan Jost,45.32372833,-123.01899167,1,0
74PA,Shontz,40.29176777,-75.46628834,1,0
74R,Horizon,29.28357111,-98.50029389,2,0
74S,Anacortes,48.498889,-122.6625,1,0
74T,Flying J Ranch,29.59689472,-99.84533834,1,0
74TA,Glass Ranch,28.45026416,-100.15034223,1,0
74TE,Flat Top Ranch,32.06,-97.794722,1,0
74TX,Fort Clark Springs,29.28662416,-100.43368945,2,0
74V,Roosevelt Muni,40.27838426,-110.0513695,1,0
74W,Cumberland Valley Airstrip,39.81675944,-77.72610445,1,0
74WA,Mattawa Air Strip,46.73263444,-119.70225778,1,0
74X,Triple M,27.55420166,-80.439775,1,0
74XS,Charles J Hughes Ranch,31.41875777,-101.48150556,1,0
74Y,Northport,45.08329972,-92.93354723,1,0
75D,P W Johnson Memorial,39.68396527,-80.86231973,1,0
75F,Womack Farm,31.74738416,-97.24611889,1,0
75FL,Sandy Creek Airpark,30.1025,-85.4625,1,0
75G,Rossettie,42.196705,-84.02550112,1,0
75II,Lowells Landing,38.44666666,-86.26083334,1,0
75IS,Reinke,41.89919638,-89.17037528,1,0
75J,Turner Co,31.6855555,-83.6322095,1,0
75K,Bethany Memorial,40.27694555,-94.00773,1,0
75KS,Esplund Farm,37.38666666,-99.86527778,1,0
75LL,Hausmann,41.08364805,-89.75815695,1,0
75M,The Bluffs,36.29617805,-92.21598862,2,0
75MN,Gallers,44.18663333,-93.71411667,1,0
75N,Mc Clure,41.82785194,-76.85662528,1,0
75ND,Jurgens Airstrip,46.90750666,-102.49129223,2,0
75NE,Heaton,41.44740762,-95.95726122,1,0
75NY,Reiss Game Farm,42.1167325,-78.31557112,1,0
75OH,Howensting,41.25921694,-84.79357139,1,0
75OI,Soltis Field,40.50367083,-83.09018889,1,0
75OK,Longhorn Field,36.31722222,-97.81611112,2,0
75PA,Marther Field,41.87311111,-80.45895778,2,0
75Q,Rancho Tehama,40.01598805,-122.38999751,1,0
75R,Triple R,29.24940583,-98.47612639,1,0
75T,Prade Ranch,29.93882555,-99.78339584,1,0
75TA,Coleman Cattle Company Nr 1,32.534278,-101.725136,1,0
75TS,Venus,32.41638888,-97.09194445,1,0
75TX,Leona Ranch,29.5002305,-100.3670255,1,0
75WA,Port Elsner,45.80206444,-121.47951862,1,0
75WI,Smies,43.58888638,-87.78425417,1,0
75Z,Orange Hill,62.21183305,-142.85434917,1,0
7622,Yvetot,49.63823896,0.729183525,2,0
76C,Aero Park,43.10834277,-88.15981334,3,0
76CO,Hoy Airstrip,39.83581749,-104.42218167,1,0
76F,Wills Point Muni,32.6815195,-95.984133,1,0
76FD,Peavy Farms,30.6704725,-84.41407389,1,0
76G,Marine City,42.7198835,-82.5965945,1,0
76GA,Landings East Sylvania,32.74472222,-81.61305556,1,0
76II,Ries,41.27643722,-85.27108639,1,0
76IN,Krebs,40.53920305,-87.46946417,1,0
76KS,Prima,38.258355,-100.87960028,1,0
76KY,Buzzards Roost,38.0147975,-84.84161556,1,0
76M,Bondair,35.54452194,-92.18487445,1,0
76MN,Hemmingsen - Private,47.59635111,-96.02170612,1,0
76N,Skyhaven,41.52924333,-75.94686584,1,0
76ND,Kittelson Airstrip,47.99000722,-100.90348362,1,0
76OI,Hull,41.25727555,-83.20603195,1,0
76OK,Odoms Roost,35.28478555,-97.61698306,1,0
76R,Drewry Road,31.49155222,-87.28748362,1,0
76S,Wes Lupien,48.2515235,-122.673675,1,0
76TA,Coleman Cattle Company Nr 2,35.4017195,-102.807714,1,0
76TX,Spanish Oaks,33.14734222,-96.97584001,1,0
76U,Rainbow Ranch,43.40685972,-111.97441278,1,0
76V,Thomas Memorial,42.51989555,-105.01997243,1,0
76W,Kingsdale Air Park,39.72704361,-77.1119275,1,0
76WA,Heineck Farm,48.00509666,-122.13374473,1,0
76Y,Benson,45.11663333,-92.99605056,1,0
76Z,Nakeen,58.927605,-157.04715223,1,0
77CA,Daulton,37.12077944,-119.98793973,1,0
77CO,Heckendorf Ranches - Georgia Pass Ranc,39.40832083,-105.83667806,1,0
77F,Winters Muni,31.9471945,-99.9858515,1,0
77G,Marlette,43.3118965,-83.0909535,2,0
77GA,Toland,33.16400805,-84.21353139,1,0
77I,Squires,39.71838027,-85.04885167,1,0
77IL,Wernsmans,40.76475888,-89.45786862,1,0
77IN,Williams,39.3794925,-86.24137889,1,0
77K,Bonne Terre Municipal,37.91671749,-90.58345973,1,0
77KS,Abel Ranch,37.36752305,-96.87836639,1,0
77KY,One Oak,38.11118972,-83.87353195,1,0
77L,Kelso Valley,35.38134777,-118.23091028,2,0
77LL,Coursens Landing,42.42361805,-90.50429473,1,0
77MN,Klamar Field,48.37135611,-95.78805917,2,0
77MO,Springhill,37.09922222,-93.77161112,1,0
77NC,Winnabow,34.152225,-78.105557,1,0
77NY,Pendleton Airpark,43.08200138,-78.77975612,1,0
77OH,Collins-flege Airpark,39.36283611,-84.34132862,1,0
77PA,Nardo,40.58340055,-79.89977473,1,0
77PN,Gilfert,40.78396722,-77.20665056,1,0
77S,Hobby Fld,43.93076772,-123.0066795,1,0
77T,Kittie Hill,30.60213805,-97.81890139,3,0
77TA,Blue Skies,32.87401444,-97.66141556,1,0
77TX,Woods,29.78161944,-95.91467584,1,0
77U,Larkin,43.462665,-116.35900834,1,0
77VA,Camp Friendship Airfield,37.88819666,-78.28583334,1,0
77WI,Foxewood,42.57168472,-88.20314417,1,0
77X,Broocke Air Patch,27.70864111,-80.45283001,1,0
77XS,Garrett Ranch,29.28722225,-95.359722,2,0
77Y,Steele,40.36277666,-95.4385925,1,0
78A,Swan Creek,36.20235638,-80.86812723,2,0
78FD,Macs Field,25.54649722,-80.46561167,1,0
78G,Grass Roots,43.2378025,-83.52439862,1,0
78GA,C&r Farm,33.50427888,-85.01716445,1,0
78I,Pams Place,39.50083333,-86.69194445,1,0
78II,Fox Station,40.6361525,-85.68803473,1,0
78LA,Heinsohns Airfield,32.26682499,-93.72517889,1,0
78LL,Frost,39.55976944,-90.55012556,1,0
78M,Tucker Field,34.93759472,-90.47093473,1,0
78MN,Hagens - Private,48.37885666,-95.81167112,1,0
78MO,Staggs,39.99532194,-91.68905028,2,0
78MU,Stony Branch,37.29644277,-94.19522112,1,0
78ND,Folske Ranch,46.29500777,-103.43240723,1,0
78NE,Stava,41.16595251,-97.03133001,1,0
78NY,Flying F,43.0556125,-78.81614612,1,0
78OH,Valley City Flying Club,41.25699777,-81.97069473,2,0
78OR,Crowley Ranch Airstrip,43.30793583,-117.89434556,1,0
78PA,North View,39.93202472,-78.95669084,1,0
78Q,Ketscher Ranch,36.70911638,-119.40484695,1,0
78R,San Augustine Co,31.539625,-94.170475,1,0
78S,Cascade,47.27078277,-111.72164945,2,0
78TA,Ranch-aero,29.06135527,-98.80030278,1,0
78V,Gosney,43.72240709,-106.66581727,1,0
78VA,Hilldale,38.24638888,-78.47527778,1,0
78WA,Center Island,48.49010111,-122.83212112,1,0
78WI,Flying M Ranch,45.00802222,-92.59464278,1,0
78XS,Smith Aviation Inc,29.05303388,-96.26218723,1,0
78Y,Rankin,40.3333405,-94.833746,1,0
79A,Clutes Hilltop,35.43401277,-81.85121195,1,0
79B,Hapworths Private Lndg Area,44.64034194,-69.67032584,1,0
79C,Brennand,44.159385,-88.561739,1,0
79D,Philippi Barbour Co Rgnl,39.1662085,-80.06258,1,0
79E,Shoestring Ranch,32.44314583,-106.67972417,1,0
79F,Teramiranda,36.60841,-94.87245639,1,0
79FD,Hugos,25.51816472,-80.44311139,1,0
79FL,Neal Field,29.55273805,-82.86873223,1,0
79GA,Coates,31.4912825,-85.01659389,1,0
79I,Jrs,39.81893388,-86.53805556,1,0
79II,Sauer-harter,39.88337611,-85.70247667,1,0
79IL,Milford,40.63586944,-87.70113973,2,0
79IN,Cedar Creek,41.19037138,-85.02421556,1,0
79J,Andalusia Opp,31.3087405,-86.3937635,1,0
79KY,Lucas Fld,37.871282,-84.6105405,1,0
79M,Perrys,34.85286694,-92.04819945,1,0
79MN,Paul Field,48.37774472,-95.75444584,1,0
79MO,Faries Field,36.98666666,-90.54333334,2,0
79MU,Dunham - Private,39.33027861,-94.55662084,1,0
79N,Keystone,40.88394861,-77.90722556,1,0
79ND,Reimers,47.32333,-99.00122223,1,0
79NY,Smith,43.08700111,-78.81142417,1,0
79OH,Smith-stewart Field,41.20977916,-80.6831325,1,0
79OI,Flying J,39.81728222,-83.75575834,1,0
79OK,Little River Ranch,35.38481888,-95.17635167,1,0
79R,Arrowhead,28.11556583,-97.93083389,1,0
79S,Fort Benton,47.8434855,-110.637148,2,0
79TA,Morris Ranch,28.1697275,-98.89002251,1,0
79TS,Tallows Field,33.30428083,-96.74721778,1,0
79TX,Ag Air Inc,26.0731335,-97.537486,1,0
79U,Flying B Ranch Landing Strip,44.96797,-114.73286862,1,0
79WA,Grigg Farm,47.17346805,-119.74671278,1,0
79WI,Webster Field,43.89774388,-90.95679973,1,0
7A0,Greensboro Muni,32.6814585,-87.662083,1,0
7A2,Demopolis Muni,32.4638195,-87.9540635,1,0
7A3,Lanett Muni,32.8120485,-85.2295905,1,0
7A4,Foster Fld,42.466432,-90.1693805,1,0
7A5,Roanoke Muni,33.1296045,-85.3720195,1,0
7A6,Stevenson,34.8862765,-85.803289,1,0
7A8,Avery Co Morrison Fld,35.944569,-81.9790445,1,0
7A9,Peterson Field,32.09043861,-84.37213556,1,0
7AK2,Snettisham,58.13439583,-133.72951306,1,0
7AK3,Gaede,60.47637194,-151.16611362,2,0
7AK4,Jack Fish Landing,61.53834888,-149.45499723,1,0
7AK5,Dahler Homestead,60.50359666,-150.93555028,1,0
7AK6,Dan France,60.47776305,-150.92860556,1,0
7AK8,Hess,61.6227975,-149.61889417,1,0
7AR1,Wards,33.0500095,-91.3416435,1,0
7B2,Northampton,42.328048,-72.61131,1,0
7B3,Hampton Airfield,42.96258944,-70.82866417,1,0
7B6,Skylark Airpark,41.929264,-72.5745335,1,0
7B9,Ellington,41.92454138,-72.45702862,1,0
7C0,Lerchs,42.06666944,-91.36683223,1,0
7C1,Stender,41.66113972,-90.74125445,1,0
7C2,Sharar Field,41.03336833,-91.05014501,1,0
7C3,Monona Municipal,43.03053916,-91.34596862,1,0
7C4,East Field,41.58194611,-92.46129667,1,0
7C5,Sig Field,41.54583333,-92.53333334,1,0
7C8,Middlekoop,41.08835027,-92.05462028,1,0
7C9,Vermeer,41.41055388,-92.88158584,2,0
7CA1,Abraham Ranch,34.41472194,-116.62252362,1,0
7CA2,Paradise Lakes,35.1766665,-118.927222,1,0
7CA6,West Side Field Station,36.33884027,-120.11014389,1,0
7CL8,Geyser Ranch,38.66411666,-114.63222473,1,0
7CO0,Parkland,40.07165,-105.03359175,2,0
7CO1,Dave Nash Ranch,38.75971361,-105.38387862,1,0
7CO2,Hawkins Ranch,38.84164944,-107.87561862,1,0
7CO3,Lindys Airpark,40.03887194,-104.62413,1,0
7CO4,Williams Ranch,40.60415361,-103.93939445,4,0
7CO5,Yocam Ranch,40.29998083,-104.22967306,2,0
7CO6,Reid Ranches,40.11664861,-104.31717556,1,0
7D3,Baldwin Muni,43.875564,-85.842713,2,0
7D5,Priebe,41.11394166,-83.68437778,1,0
7D6,Liberty Airpark,41.23394472,-81.17037723,1,0
7D7,Horning,40.73616861,-82.75267917,1,0
7D8,Gates,41.35116583,-81.09954139,1,0
7D9,Germack,41.777829,-80.9039765,1,0
7F3,Caddo Mills Muni,33.0370593333333,-96.2424603333333,3,0
7F4,Sequoyah Park,35.91259888,-95.24190501,1,0
7F5,Canton Hackney,32.586244,-95.862744,1,0
7F7,Clifton Muni Isenhower Fld,31.816822,-97.566963,1,0
7FD0,Saints Airfield,26.07842166,-80.41199723,2,0
7FD2,Drake Ranch,28.99025638,-82.33037334,2,0
7FD6,Loxahatchee,26.62256777,-80.30532612,1,0
7FD8,Rocky Ford,30.50104333,-83.39014723,1,0
7FD9,Ah Farm,30.62437444,-83.28681417,1,0
7FL2,Wellborn,30.24550555,-82.77845973,1,0
7FL3,Adams Ranch,27.44198388,-80.5842225,1,0
7FL4,Haller Airpark,29.90302055,-81.68592278,1,0
7FL6,Spruce Creek,29.080167,-81.04666622,1,0
7FL7,Lazy S Farm,29.86857111,-82.63456278,1,0
7FL8,Dragonfly,27.44392805,-80.56505556,1,0
7G0,Ledgedale Airpark,43.181124,-77.915764,1,0
7G1,Herron,40.53339916,-80.54006917,2,0
7G4,Blue Knob Valley,40.39590638,-78.45390334,1,0
7G5,Crocker,41.28227444,-81.9490275,1,0
7G6,Johnson,41.78062,-78.26917889,1,0
7G8,Geauga Co,41.4495945,-81.0629345,1,0
7G9,Canton Muni,43.3088885,-96.571,1,0
7GA2,Womack,32.52905611,-81.91150445,1,0
7GA3,Hacienda De Gay Airstrip,32.66333333,-82.07527778,1,0
7GA4,Danville Airpark,32.58098861,-83.26766001,1,0
7GA5,Mount Cove,34.63230388,-85.44718278,1,0
7GA6,Holders Field,33.36150388,-84.14464,1,0
7GA7,Paraguins Perch,33.05984805,-84.43047834,1,0
7GA9,Smisson Field,33.57055555,-84.89777778,1,0
7H0,Brammeier,38.26171722,-89.47092223,1,0
7H1,Quick,38.65615972,-89.03839612,1,0
7H2,Nance,38.88754666,-89.55730806,1,0
7H4,James W. Andrew,39.41449166,-90.02205195,1,0
7H6,Donald A. Hamilton,39.59449611,-89.59454056,1,0
7H7,Fry Rla,39.58616277,-89.54870667,1,0
7H8,Krutmeier,39.82004638,-91.22097584,1,0
7H9,Lambert,38.08616194,-89.45897945,1,0
7I0,Sutton,40.54531277,-87.05223639,1,0
7I2,Reese,40.15421083,-85.31663612,1,0
7I4,Orleans,38.657289,-86.441521,1,0
7I6,4 Winds Aerodrome,39.82504472,-86.88334195,1,0
7I7,Bellefontaine Municipal,40.41208361,-83.73686889,1,0
7I8,Butler Fld,39.73892916,-87.21945862,1,0
7IA2,Zangger,43.45136361,-96.40587,1,0
7IA3,Mc Bride Field,42.06388666,-91.63434362,1,0
7IA7,Mitchell Field,43.08361111,-92.31000001,1,0
7II0,Porter Field,39.56199222,-86.11248612,1,0
7II3,Schroeder - Private,38.00337555,-87.75641139,1,0
7II6,Swope Airstrip,39.52893472,-86.78973001,1,0
7II7,Rexs,41.29726916,-85.48331389,1,0
7II8,Lowry Field,39.57699111,-86.37971556,2,0
7II9,Thorn Field,39.58282472,-86.17971001,1,0
7IL0,Mussman,41.2708675,-87.57781473,1,0
7IL1,Maulfair,41.25281388,-89.27230945,1,0
7IL2,O John Clark Rla,42.36835472,-87.99174445,1,0
7IL3,Lutz Rla,40.42837361,-89.60204778,1,0
7IL6,Dr Joseph W Esser,42.13057972,-88.50286445,1,0
7IL7,Edward Getzelman,42.12669111,-88.53342056,1,0
7IL8,Cody Port Rla,41.51892,-88.8375775,1,0
7IL9,Ambler - Cady,41.54392083,-88.99341528,1,0
7IS2,Aero Estates,38.524495,-90.05694445,1,0
7IS3,Hooterville,40.14337166,-89.09175195,1,0
7IS5,Koppie,42.12141361,-88.37813889,1,0
7IS6,Starr Field,41.67030833,-89.967615,1,0
7IS7,Hammock Field,38.91393527,-89.67009001,1,0
7J0,Fort Gaines-clay County,31.63238944,-85.04270584,1,0
7J1,Lexington County,33.78681972,-81.09481723,1,0
7J9,Horak,30.46686305,-87.54164889,1,0
7K3,Miles,37.83167861,-97.36309778,1,0
7K4,Ohio Co,37.458325,-86.8499525,1,0
7K5,Kenmare Muni,48.667778,-102.05,1,0
7K6,Wilcox Fld,37.08335666,-97.96422639,1,0
7K7,Graham Field,42.53952253,-96.48480642,1,0
7K8,Martin Fld,42.45517375,-96.47217109,1,0
7K9,Summit House,37.65919027,-96.52723667,1,0
7KA,Tatitlek,60.86890527,-146.68646528,1,0
7KS0,Flying T,39.2713875,-95.31691639,1,0
7KS2,Cloud,38.85000361,-95.46747751,1,0
7KS3,Youvan,37.52921361,-94.6960725,1,0
7KS5,Croisant,37.79615194,-95.34192556,1,0
7KS6,Linders Cow-chip,38.62640083,-94.76940362,1,0
7KS7,Evans,38.95834361,-100.80042195,1,0
7KS8,R & D Aerial Spraying,39.83056027,-100.58098056,1,0
7L2,Linton Muni,46.221253,-100.247275,1,0
7L4,Shepherd Field,34.01390055,-118.05284445,1,0
7L7,Harbour,38.26669583,-92.81685778,1,0
7L8,Post Air,39.7503775,-86.015436,1,0
7LA0,Valverda Strip,30.52510916,-91.53199917,1,0
7LA1,Birdwin,29.45827277,-89.67589695,1,0
7LA3,Habetz,30.48297722,-93.22876945,1,0
7LA4,Gladney,30.12520388,-92.21957139,1,0
7LA9,Ap Airpark,30.72601722,-91.14927362,1,0
7LL0,Oak Knoll Farm,42.29391138,-88.18063834,1,0
7LL4,Bakers Strip,40.11725777,-88.75896139,1,0
7LL6,Gehant,41.69753138,-89.14425723,1,0
7LL7,Delhotal,41.7361425,-89.17231445,1,0
7M0,Mc Crory Morton,35.22786527,-91.09317723,1,0
7M1,Mc Gehee Muni,33.620218,-91.3648305,1,0
7M2,Mountain View Wilcox Mem Fld,35.864481,-92.090339,1,0
7M3,Bearce,34.529028,-93.5270805,1,0
7M4,Osceola Muni,35.691146,-90.0101195,1,0
7M5,Ozark Franklin Co,35.5106955,-93.8393055,1,0
7M6,Paris Municipal,35.30008749,-93.68352639,1,0
7M7,Piggott Municipal,36.37783916,-90.16593084,1,0
7M8,Rector,36.249861,-90.3193045,1,0
7M9,Salem,36.3559085,-91.830954,1,0
7MI2,Beckman,42.27781527,-85.89029362,1,0
7MI3,Thrall Lake,42.1167125,-85.51666306,1,0
7MI4,Ludington,43.9222335,-82.748547,1,0
7MI6,Wightman,43.11030444,-84.12636112,1,0
7MI7,Walker,42.38059361,-85.57750973,1,0
7MI8,Letts Field,43.33916666,-83.47611112,1,0
7MN0,Johnson - Private,44.79995805,-95.39529139,1,0
7MN2,Koskovich,44.78412972,-93.47522973,1,0
7MN3,Caldbeck Field,43.70524083,-92.46072751,1,0
7MN6,Johnson,48.34275666,-96.88089695,1,0
7MN8,Willis,48.069972,-96.278933,1,0
7MO1,Wood Acres,39.47226277,-91.71127112,1,0
7MO2,Bevill,39.85004305,-91.73349528,1,0
7MO3,B S Ranch,36.60007277,-94.35021306,1,0
7MO4,Flintlock Field,39.4319425,-94.80301667,1,0
7MO5,Elton Field,39.33472222,-94.81273917,1,0
7MO6,Macs Field,39.4833325,-94.46689473,1,0
7MO7,Kimray,39.56666666,-94.41467112,1,0
7MO8,Clark,39.52916611,-94.45022778,1,0
7MO9,Palmer,39.99587305,-92.11267834,2,0
7N1,Corning Painted Post,42.1801,-77.1217025,1,0
7N4,Honey Acres,42.07781972,-83.98605417,1,0
7N5,Skytop,41.87508805,-74.98016445,1,0
7N6,Grenora Centennial,48.62558305,-103.92993,1,0
7N7,Old Mans,39.73556333,-75.39772097,1,0
7N8,Butter Valley Golf Port,40.39815333,-75.56435028,1,0
7NA0,Downs Farm - Private,47.35747861,-97.02814084,1,0
7NA2,Undlin Airstrip,48.68779861,-101.35043778,1,0
7NA3,Hiam - Private,46.34996555,-97.69426417,1,0
7NA4,Ingebretson Airspray,47.51720722,-97.33370167,1,0
7NA9,Sjule Private Airstrip,48.92834833,-100.57792778,1,0
7NC0,Pamlico,35.15850083,-76.76270834,1,0
7NC1,Stag Air Park,34.52794472,-77.85026139,1,0
7NC2,Pine Island,36.2534945,-75.788525,1,0
7NC3,Royals,36.34263277,-80.91396306,1,0
7NC5,Crooked Creek,35.93376416,-78.24666112,1,0
7NC6,Kimrey,36.05541555,-79.32668473,1,0
7NC7,Lewis Airstrip,36.34680416,-80.17365862,1,0
7NC8,Fish Airpark,35.53488138,-78.69640112,1,0
7NC9,Spencer Field,35.72735861,-79.91114862,1,0
7ND1,Wolbergs - Private,47.03612222,-102.77823889,1,0
7ND2,Kellys Field,48.37276472,-97.32007501,1,0
7ND3,Nelson,45.95000277,-103.09211612,1,0
7ND5,Buchmiller,47.35971888,-99.62261612,1,0
7ND6,Keith Jones,48.85584,-98.92901862,1,0
7ND7,Haugens,47.6825175,-103.72825445,1,0
7ND8,Forest,48.85222805,-98.74818223,1,0
7NE0,Crists Sky Ranch,40.62411412,-96.8988369,1,0
7NE2,Plainsview Ranch,42.25829611,-103.52965945,1,0
7NE5,Lierley Farms,41.06784496,-101.36619754,1,0
7NE6,Merchant Homestead,41.01204812,-97.80291388,1,0
7NJ9,Youngs Landing Field,39.31817,-75.20629834,1,0
7NY0,Campis,41.68342166,-75.01627778,1,0
7NY1,Gar Field,42.76340805,-74.27846278,1,0
7NY4,Culver Airfield,42.4250725,-76.71495028,1,0
7NY6,Sherwood Farm,42.89368861,-73.50789223,1,0
7NY8,Shaw Field,43.19229583,-73.62983889,1,0
7NY9,Sophies Choice,43.10895833,-75.42933945,1,0
7OH0,Tappan Airpark,40.31006666,-81.11010084,1,0
7OH2,Canal Fulton,40.90033416,-81.53373028,1,0
7OH3,Obi One,40.35283861,-83.05102,1,0
7OH5,Mahoning County Joint Vocational Schoo,41.034225,-80.78174639,1,0
7OH6,Briggs,40.71117055,-81.39705945,1,0
7OH7,Hydebrook,39.78005833,-83.89992778,1,0
7OH8,Curtis,41.63777777,-81.10138889,1,0
7OI0,Christys,41.33421611,-84.16355695,1,0
7OI1,Blevins,41.20727027,-84.2696675,2,0
7OI5,Bea-d,41.52060555,-83.27520278,1,0
7OI7,Southcreek,41.29949777,-83.01130417,1,0
7OI9,Massengill,40.06895638,-82.13597445,1,0
7OK0,Dennis Ranch,34.03176361,-97.67780501,1,0
7OK1,Meadowlark Field,35.62037944,-95.74415501,1,0
7OK2,Scott,34.97644555,-99.49981139,1,0
7OK4,Martin Farms,35.15006388,-97.86698778,1,0
7OK8,Myers,35.98920861,-97.57310167,1,0
7OR0,Minam Lodge,45.3581975,-117.63436806,1,0
7OR1,Arnold Airstrip,43.4193225,-118.57603501,1,0
7OR2,Basl Hill Farms,44.82289972,-122.67980862,1,0
7OR3,Honald Ranch,45.59039722,-121.21423889,1,0
7OR4,Pineridge Ranch,44.30956083,-121.44282084,1,0
7OR6,Green Acres Air Park,45.63678416,-121.59118528,1,0
7OR7,Hollin,45.05400861,-122.90703834,1,0
7OR8,Inshallah International,44.09042666,-119.28967917,1,0
7OR9,Bonney Acres,45.32428861,-122.47203223,1,0
7PA0,Manor Knoll Personal Use,40.02093111,-76.42385167,1,0
7PA1,Warren Airpark,41.86589222,-79.20615778,1,0
7PA3,Cold Spring,41.7055555,-75.288056,1,0
7PA4,Orson Field,41.84230611,-75.43629084,1,0
7PA5,Fauser,41.10286138,-76.80551695,1,0
7PA6,Stott - Private,40.24538583,-74.99127917,1,0
7PS4,Sky Classics Field,40.39786722,-76.59885528,1,0
7PS7,Lenzner Farm,40.53867888,-80.11727945,1,0
7Q1,Emmett Field,37.08883361,-120.50101639,1,0
7Q2,Baker & Hall,36.71772555,-119.13705778,1,0
7Q3,Diamond M Ranch,39.57210166,-122.6094375,1,0
7Q4,Lucchetti Ranch,38.42352138,-121.2274475,1,0
7Q6,Mosier,38.43602083,-121.31494973,1,0
7R0,Lometa Air Strip,31.23350027,-98.46698195,1,0
7R9,Bailes,29.16552083,-95.40021667,1,0
7S0,Ronan,47.5671735,-114.1010725,1,0
7S1,Twin Bridges,45.53341175,-112.31087825,2,0
7S3,Starks Twin Oaks Airpark,45.42845027,-122.94215695,1,0
7S4,Wisdom,45.59158972,-113.45922556,1,0
7S5,Independence State,44.865051995,-123.19791817,1,0
7S6,White Sulphur Springs,46.5053825,-110.91250275,2,0
7S7,Valier,48.2999815,-112.249843,3,0
7S8,Ross International,48.99860861,-111.97754278,1,0
7S9,Lenhardt Airpark,45.18178148,-122.74295068,1,0
7SP,Seven Springs,40.010039,-79.3219405,1,0
7T4,Kelley Crop Service,29.91382805,-94.20823862,1,0
7T5,Broussard Farm,29.91105083,-94.33907639,1,0
7T7,Skywest Inc,31.85486125,-102.07333325,2,0
7T8,Ray Farm,29.1210775,-98.36556834,1,0
7T9,Boening Brothers,29.0271925,-98.2866775,1,0
7TA0,Fields Field,30.09216222,-95.65161139,1,0
7TA3,Willis-isler,34.18090611,-101.83739973,1,0
7TA5,Weber Ranch,30.58714555,-96.63413862,1,0
7TA7,Flying M Ranch,31.83989444,-94.96132778,1,0
7TA8,John Henry Key,29.85966111,-98.74141667,1,0
7TE1,Zachry Ranch,27.0725415,-98.9386415,1,0
7TE2,Cage Ranch,27.1056945,-98.2056945,1,0
7TE6,Stovall Ranch Nr 1,29.2002525,-96.5544165,1,0
7TE7,Moore Fld,26.3869351666667,-98.3406418333333,3,0
7TE8,Trulock Ranch Fld,32.4206945,-100.8106945,1,0
7TN0,Ultralight Field,36.43555555,-87.09138889,1,0
7TN1,Elk River Airfield,35.32063444,-85.85358889,1,0
7TN3,Stones River,35.97083333,-86.39305556,1,0
7TN4,Pegasus Field,35.17277777,-89.5625,1,0
7TN5,Fairfield Airpark,35.51916666,-86.41861112,1,0
7TS0,Fairview,33.09512166,-97.42696556,1,0
7TS2,Alison Air Park,29.8313325,-97.88917056,1,0
7TS3,Wyatt,29.95993833,-97.98528417,1,0
7TS4,Roma,33.18317527,-97.25446167,1,0
7TS9,Ag Aviation,29.05414305,-95.96245639,1,0
7TX0,Tom Danaher,33.8281915,-98.5727555,1,0
7TX4,Hillcrest,32.96679138,-97.27529362,1,0
7TX5,Mabee Ranch,32.216016,-102.158792,2,0
7TX7,Ryan Aerodrome,32.08345444,-102.01708139,1,0
7TX8,Flying K,35.10755555,-102.03825001,1,0
7TX9,Ashford Field,33.35873222,-94.43769973,1,0
7U1,Saubak,48.50002416,-105.90056639,1,0
7U4,Morgan,49.00001972,-107.82564917,1,0
7U8,Richey,47.62668111,-105.07636473,1,0
7U9,Bangart Field,45.40522305,-109.12987612,1,0
7V2,North Fork Valley,38.831654,-107.645892,1,0
7V3,Big Foot Afld,42.5259015,-88.6527575,2,0
7V4,Glen-aspen,39.38887222,-107.16004945,1,0
7V5,Brush Muni,40.2638705,-103.581058,1,0
7V6,Camp Guernsey,42.25943947,-104.72810307,1,0
