icao,name,lat,lon
CYCG,"Castlegar",49.2962225,-117.632504
CYCH,"Miramichi",47.007152625,-65.4476045
CYCL,"Charlo",47.990418,-66.3313865
CYCN,"Cochrane",49.1055555,-81.013611
CYCO,"Kugluktuk",67.816667,-115.1440275
CYCP,"Blue River",52.1166665,-119.284725
CYCQ,"Chetwynd",55.687211,-121.6266595
CYCS,"Chesterfield Inlet",63.347167,-90.7310755
CYCT,"Coronation",52.0749985,-111.445275
CYCW,"Chilliwack",49.152777775,-121.93889473
CYCY,"Clyde River",70.486114,-68.516529
CYCZ,"Fairmont Hot Springs",50.331946,-115.87361
CYDA,"Dawson City",64.0430555,-139.127775
CYDB,"Burwash",61.371111,-139.040558
CYDC,"Princeton",49.4675,-120.511946
CYDF,"Deer Lake",49.211,-57.39124575
CYDL,"Dease Lake",58.422221,-130.0322155
CYDM,"Ross River",61.969501,-132.421799
CYDN,"Dauphin Barker",51.1039488333333,-100.051848166667
CYDO,"Dolbeau St Felicien",48.7785365,-72.3749125
CYDQ,"Dawson Creek",55.7416665,-120.181525
CYEA,"Empress",50.93367,-110.013702
CYEE,"Huronia",44.6831945,-79.928196
CYEG,"Edmonton Intl",53.3098823875,-113.5801310725
CYEK,"Arviat",61.094167,-94.0708335
CYEL,"Elliot Lake Muni",46.35125,-82.561389
CYEM,"Manitoulin East Muni",45.842778,-81.8580555
CYEN,"Estevan Regional",49.2090646,-102.9634235875
CYER,"Ft Severn",56.018979,-87.6763985
CYES,"Edmundston",47.4905555,-68.4819445
CYET,"Edson",53.578932,-116.4650445
CYEU,"Eureka",79.994722,-85.8133415
CYEV,"Inuvik Mike Zubko",68.3037915,-133.483167
CYEY,"Amos Magny",48.5638875,-78.249722
CYFB,"Iqaluit",63.7563875,-68.5558385
CYFC,"Fredericton",45.8680131725,-66.533273155
CYFD,"Brantford",43.1288425,-80.3441205
CYFE,"Forestville",48.746111,-69.097221
CYFJ,"Mont Tremblant Intl Inc",46.409444,-74.779722
CYFO,"Flin Flon",54.6780555,-101.681667
CYFR,"Fort Resolution",61.1808335,-113.6897235
CYFS,"Fort Simpson",61.7602805,-121.236665
CYGB,"Texada/gillies Bay",49.695357,-124.519317
CYGD,"Goderich",43.7659476666667,-81.7086113333333
CYGE,"Golden",51.2983335,-116.9815275
CYGH,"Fort Good Hope",66.240836,-128.6508345
CYGK,"Kingston",44.223472,-76.5984
CYGL,"La Grande Riviere",53.6253695,-77.704115
CYGM,"Gimli Industrial Park",50.627915,-97.0420845
CYGP,"Gaspe",48.7752775,-64.478611
CYGQ,"Geraldton Greenstone Regional",49.7784725,-86.9393065
CYGR,"Iles De La Madeleine",47.425196,-61.777085
CYGS,"Germansen Landing",55.766998,-124.688698
CYGT,"Igloolik",69.364817,-81.8170865
CYGV,"Havre St Pierre",50.2819445,-63.611389
CYGX,"Gillam",56.35783,-94.710327
CYGZ,"Grise Fjord",76.426356,-82.9071435
CYHB,"Hudson Bay",52.81726484,-102.30951478
CYHD,"Dryden Rgnl",49.83020825,-92.74111025
CYHE,"Hope",49.366699,-121.483299
CYHF,"Hearst Rene Fontaine Muni",49.714028,-83.6859705
CYHI,"Ulukhaktok Holman",70.763054,-117.805832
CYHK,"Gjoa Haven",68.6355545,-95.8497235
CYHM,"John C Munro Hamilton Intl",43.17427875,-79.93075025
CYHN,"Hornepayne Muni",49.193056,-84.758889
CYHR,"Chevery",50.468974,-59.6366805
CYHT,"Haines Junction",60.7868,-137.540695
CYHU,"St Hubert",45.5142973333333,-73.4163513333333
CYHY,"Hay River",60.84062075,-115.7842425
CYHZ,"Halifax Intl",44.8831579575,-63.5105535475
CYIB,"Atikokan Muni",48.7740165,-91.6387115
CYID,"Digby",44.5458805,-65.7857275
CYIF,"St Augustin",51.211666,-58.658333
CYIK,"Ivujivik",62.4172045,-77.9252775
CYIO,"Pond Inlet",72.6833335,-77.966664
CYIV,"Island Lake",53.856998,-94.653328
CYJA,"Jasper",52.9967,-118.05941
CYJF,"Fort Liard",60.234299,-123.466797
CYJM,"Fort St James",54.3972195,-124.262775
CYJN,"St Jean",45.2939351666667,-73.2794883333333
CYJP,"Fort Providence",61.318298,-117.6035
CYJQ,"Bella Bella Denny Island",52.137192,-128.058167
CYJT,"Stephenville",48.54181125,-58.55148775
CYKA,"Kamloops",50.701874795,-120.4427094425
CYKC,"Collins Bay",58.236103,-103.677773
CYKD,"Aklavik",68.2233315,-135.005835
CYKF,"Waterloo",43.4600835,-80.38261275
CYKJ,"Key Lake",57.254169,-105.6175
CYKL,"Schefferville",54.8047225,-66.804722
CYKO,"Akulivik",60.818611,-78.1486125
CYKX,"Kirkland Lake",48.2102625,-79.981251
CYKY,"Kindersley",51.516707765,-109.180019165
CYKZ,"Buttonville Muni",43.86048525,-79.3688215
CYLB,"Lac La Biche",54.7702765,-112.031665
CYLD,"Chapleau",47.8209025,-83.34979175
CYLJ,"Meadow Lake",54.124463275,-108.517960215
CYLL,"Lloydminster",53.30971125,-110.0802025
CYLQ,"La Tuque",47.4095835,-72.7887485
CYLR,"Leaf Rapids",56.5136095,-99.9851415
CYLT,"Alert",82.517778,-62.2805555
CYLW,"Kelowna",49.956117,-119.377757
CYMA,"Mayo",63.6163875,-135.8683335
CYMD,"Mould Bay",76.236801,-119.319298
CYME,"Matane",48.8563265,-67.451593
CYMG,"Manitouwadge",49.083889,-85.860556
CYMH,"Marys Harbour",52.30225,-55.84542296
CYMJ,"Moose Jaw Air Vice Marshal C M Mcewen",50.3301515033333,-105.558696743333
CYML,"Charlevoix",47.5974985,-70.223889
CYMM,"Fort Mcmurray",56.652639,-111.22195
CYMO,"Moosonee",51.29209525,-80.60827625
CYMT,"Chapais",49.7718625,-74.527972
CYMW,"Maniwaki",46.2744445,-75.99
CYMX,"Montreal Mirabel Intl",45.6755555,-74.03590275
CYMY,"Ear Falls",50.7176405,-93.383472
CYNA,"Natashquan",50.1900845,-61.7889475
CYND,"Gatineau",45.521693,-75.5635875
CYNE,"Norway House",53.9585,-97.843674
CYNH,"Hudsons Hope",56.035554,-121.9758305
CYNJ,"Langley",49.1016921975,-122.626505075
CYNL,"Points North Landing",58.275578,-104.082214
CYNM,"Matagami",49.7616905,-77.8025045
CYOC,"Old Crow",67.569443,-139.8394405
CYOD,"Cold Lake",54.4047226666667,-110.2845695
CYOJ,"High Level",58.6213875,-117.164725
CYOO,"Oshawa",43.9227775,-78.89583325
CYOP,"Rainbow Lake",58.4913875,-119.408335
CYOS,"Billy Bishop Rgnl",44.590417,-80.837639
CYOW,"Ottawa Macdonald Cartier Intl",45.322817,-75.6714385
CYPA,"Prince Albert (glass Field)",53.21612286,-105.672920555
CYPC,"Paulatuk",69.361111,-124.0586085
CYPD,"Port Hawkesbury",45.6565095,-61.368368
CYPE,"Peace River",56.22680425,-117.442782
CYPG,"Southport",49.906875,-98.27149275
CYPH,"Inukjuak",58.4718145,-78.077222
CYPK,"Pitt Meadows",49.2162873333333,-122.71086
CYPL,"Pickle Lake",51.446485,-90.2141315
CYPN,"Port Menier",49.836389,-64.288611
CYPQ,"Peterborough",44.225814,-78.36002925
CYPR,"Prince Rupert",54.286114,-130.444717
CYPS,"Pemberton",50.3024985,-122.737778
CYPT,"Pelee Island",41.78,-82.67597225
CYPU,"Puntzi Mountain",52.1128335,-124.144767
CYPW,"Powell River",49.832363,-124.498891
CYPX,"Puvirnituq",60.050418,-77.2869445
CYPY,"Fort Chipewyan",58.7670835,-111.1172195
CYPZ,"Burns Lake",54.376461,-125.9513775
CYQA,"Muskoka",44.9713123475,-79.304855265
CYQB,"Quebec Jean Lesage Intl",46.78945825,-71.392764
CYQD,"The Pas",53.9713875,-101.0911125
CYQF,"Red Deer Regional",52.18256775,-113.8936855
CYQG,"Windsor",42.27469575,-82.95890275
CYQH,"Watson Lake",60.1175015,-128.8205595
CYQI,"Yarmouth",43.8280555,-66.0879875
CYQK,"Kenora",49.788329,-94.363189
CYQL,"Lethbridge",49.6286805,-112.7971355
CYQM,"Greater Moncton Intl",46.10957046,-64.68293587
CYQN,"Nakina",50.1809248333333,-86.695324
CYQQ,"Comox",49.7125965,-124.891603
CYQR,"Regina Intl",50.429722125,-104.663567295
CYQS,"St Thomas Muni",42.7704726666667,-81.1075073333333
CYQT,"Thunder Bay",48.3720354975,-89.325121815
CYQU,"Grande Prairie",55.1821525,-118.88595475
CYQV,"Yorkton Muni",51.2645053666667,-102.460149843333
CYQW,"North Battleford (cameron Mcintosh)",52.7680325325,-108.2452854925
CYQX,"Gander Intl",48.9429623333333,-54.5658638333333
CYQY,"Sydney",46.160915215,-60.045266635
CYQZ,"Quesnel",53.026076,-122.5103655
CYRA,"Rae Lakes",64.116013,-117.3098305
CYRB,"Resolute Bay",74.7169,-94.9693335
CYRC,"St Honore",48.520972,-71.052361
CYRI,"Riviere Du Loup",47.7644445,-69.5848615
CYRJ,"Roberval",48.5200015,-72.2655555
CYRL,"Red Lake",51.0669445,-93.7930555
CYRM,"Rocky Mountain House",52.429722,-114.904168
CYRO,"Rockcliffe",45.460278,-75.64625
CYRP,"Carp",45.3191665,-76.022222
CYRQ,"Trois Rivieres",46.3527405,-72.6794415
CYRT,"Rankin Inlet",62.8113875,-92.115836
CYRV,"Revelstoke",50.9666655,-118.183335
CYSB,"Sudbury",46.62632025,-80.7981945
CYSC,"Sherbrooke",45.438492,-71.6913695
CYSE,"Squamish",49.7757,-123.157204
CYSF,"Stony Rapids",59.25034,-105.841339
CYSG,"St Georges",46.096368,-70.7146305
CYSH,"Russ Beach",44.9459555,-75.940572
CYSJ,"Saint John",45.3186069225,-65.88948522
CYSL,"St Leonard",47.157311,-67.8363065
CYSM,"Fort Smith",60.0228105,-111.9591695
CYSN,"Niagara District",43.1912963333333,-79.174269
CYSP,"Marathon",48.755278,-86.3444445
CYSQ,"Atlin",59.58329,-133.666718
CYSR,"Nanisivik",72.9812165,-84.613943
CYST,"St Theresa Point",53.845501,-94.851997
CYSU,"Summerside",46.4400918333333,-63.8337995
CYSW,"Sparwood Elk Valley",49.833332,-114.883329
CYSY,"Sachs Harbour",71.99389,-125.2425
CYSZ,"Squirrel Cove",49.12,-66.5291665
CYTA,"Pembroke",45.8644445,-77.2516655
CYTB,"Koala",61.693001,-110.608704
CYTE,"Cape Dorset",64.23,-76.526668
CYTF,"Alma",48.50875,-71.641946
CYTH,"Thompson",55.80172775,-97.859472
CYTN,"Trenton",45.61113475,-62.62224725
CYTR,"Trenton",44.11652925,-77.52972225
CYTS,"Timmins",48.5701395,-81.375487
CYTZ,"Toronto City Centre",43.627300145,-79.39425339
CYUB,"Tuktoyaktuk",69.4333335,-133.0263905
CYUL,"Montreal Pierre E Trudeau Intl",45.4672685,-73.7440278333333
CYUT,"Repulse Bay",66.5213885,-86.224724
CYUX,"Hall Beach",68.7761095,-81.243615
CYUY,"Rouyn Noranda",48.2058015,-78.8352635
CYVB,"Bonaventure",48.0710875,-65.460222
CYVC,"La Ronge (barber Field)",55.150526,-105.26511
CYVG,"Vermilion",53.3559725,-110.8233345
CYVK,"Vernon",50.2480555,-119.3305555
CYVM,"Qikiqtarjuaq",67.546236,-64.030706
CYVO,"Val D Or",48.053286,-77.7826595
CYVP,"Kuujjuaq",58.096945,-68.42333325
CYVQ,"Norman Wells",65.2816155,-126.7982225
CYVR,"Vancouver Intl",49.19233125,-123.1879929975
CYVT,"Buffalo Narrows",55.843317,-108.41959
CYVV,"Wiarton",44.74312525,-81.10819375
CYWA,"Petawawa",45.951943,-77.319029
CYWG,"Winnipeg Intl",49.907223,-97.238819
CYWJ,"Deline",65.2111005,-123.4368435
CYWK,"Wabush",52.907429,-66.854885
CYWL,"Williams Lake",52.1825015,-122.053475
CYWM,"Athabasca",54.7431945,-113.20375
CYWO,"Lupin",65.755501,-111.25
CYWV,"Wainwright",52.7958335,-110.8575055
CYWY,"Wrigley",63.2094435,-123.436668
CYXC,"Canadian Rockies Intl",49.612121,-115.7820545
CYXD,"Edmonton City Centre (blatchford Fld)",53.5720835,-113.51541775
CYXE,"Saskatoon J G Diefenbaker Intl",52.1736499975,-106.7005753675
CYXH,"Medicine Hat",50.01736875,-110.7198145
CYXJ,"Fort St John",56.23842375,-120.739988
CYXK,"Rimouski",48.478057,-68.496807
CYXL,"Sioux Lookout",50.115852,-91.90357425
CYXN,"Whale Cove",62.2401165,-92.5976625
CYXP,"Pangnirtung",66.145,-65.71361
CYXQ,"Beaver Creek",62.406189,-140.867203
CYXR,"Timiskaming Rgnl",47.694986,-79.85256525
CYXS,"Prince George",53.8892631666667,-122.673850166667
CYXT,"Terrace",54.465828,-128.58226
CYXU,"London",43.03634616,-81.15066094
CYXX,"Abbotsford",49.0244243633333,-122.368913101667
CYXY,"Whitehorse Intl",60.7121906666667,-135.067108333333
CYXZ,"Wawa",47.9666665,-84.786667
CYYB,"North Bay Jack Garland",46.365088235,-79.4232621233333
CYYC,"Calgary Intl",51.11319727,-114.020043851667
CYYD,"Smithers",54.8248115,-127.1825875
CYYE,"Fort Nelson",58.83625,-122.59492775
CYYF,"Penticton",49.46125,-119.601385
CYYG,"Charlottetown",46.292586005,-63.122276095
CYYH,"Taloyoak",69.546111,-93.576113
CYYJ,"Victoria Intl",48.6473315,-123.426547333333
CYYL,"Lynn Lake",56.86244575,-101.07305225
CYYM,"Cowley",49.6357005,-114.0894965
CYYN,"Swift Current",50.2918994625,-107.6919421075
CYYO,"Wynyard",51.808887,-104.169022
CYYQ,"Churchill",58.743971,-94.06386375
CYYR,"Goose Bay",53.31882025,-60.42388975
CYYT,"St Johns Intl",47.6201320683333,-52.7468290433333
CYYU,"Kapuskasing",49.41416625,-82.4674305
CYYW,"Armstrong",50.29339675,-88.913465
CYYY,"Mont Joli",48.607251,-68.2092285
CYYZ,"Toronto/pearson Intl",43.676134,-79.6276706
CYZD,"Downsview",43.74291675,-79.46652775
CYZE,"Gore Bay Manitoulin",45.8852775,-82.567779
CYZF,"Yellowknife",62.4656665,-114.44141675
CYZG,"Salluit",62.1791775,-75.667313
CYZH,"Slave Lake",55.293303,-114.77831
CYZP,"Sandspit",53.254303,-131.813751905
CYZR,"Sarnia - Chris Hadfield",42.9993055,-82.307848
CYZS,"Coral Harbour",64.1933335,-83.3594455
CYZT,"Port Hardy",50.68079,-127.367732333333
CYZU,"Whitecourt",54.1438875,-115.7866695
CYZV,"Sept Iles",50.2238898333333,-66.2675013333333
CYZW,"Teslin",60.1727775,-132.742779
CYZX,"Greenwood",44.9835321275,-64.9173492325
CYZY,"Mackenzie",55.3043055,-123.132085
CZAA,"Alice Arm / Kitsault",55.481456,-129.484667
CZAC,"York Landing",56.0894725,-96.0889545
CZAM,"Salmon Arm",50.6827775,-119.228611
CZBA,"Burlington Airpark",43.4415315,-79.84986875
CZBB,"Boundary Bay",49.0760635,-123.01356025
CZBD,"Ilford",56.051566,-95.619232
CZBF,"Bathurst",47.6296405,-65.7389685
CZBM,"Bromont",45.29088375,-72.74119575
CZEE,"Kelsey",56.037594,-96.5086985
CZFA,"Faro",62.2074985,-133.37584
CZFD,"Fond Du Lac",59.3335,-107.183403
CZFM,"Fort Mcpherson",67.4077795,-134.860275
CZFN,"Tulita",64.909540005,-125.57259985
CZGF,"Grand Forks",49.015278,-118.430275
CZHP,"High Prairie",55.393611,-116.4752775
CZJN,"Swan River",52.11845825,-101.236196
CZML,"One Zero Eight Mile Airport",51.736665,-121.33361
CZMT,"Masset",54.024807,-132.117645
CZN,"Chisana",62.07046027,-142.04768056
CZNL,"Nelson",49.49402768,-117.30041695
CZO,"Chistochina",62.56347305,-144.66883612
CZPC,"Pincher Creek",49.520558,-113.997221
CZPO,"Pinehouse Lake",55.528008,-106.582169
CZSN,"South Indian Lake",56.792234,-98.907362
CZST,"Stewart",55.935417,-129.984029
CZTM,"Shamattawa",55.862943,-92.0812258
CZUC,"Ignace Muni",49.4295835,-91.717915
CZUM,"Churchill Falls",53.562625,-64.105935
CZVL,"Edmonton Villeneuve",53.6625555,-113.847071
CZWH,"Lac Brochet",58.6143095,-101.4689835
CZWL,"Wollaston Lake",58.106949,-103.172226
D00,"Norman Co Ada Twin Valley",47.260468,-96.4002635
D02,"Osage Muni",43.2924995,-92.796112
D05,"Garrison Muni",47.65583325,-101.4364585
D06,"Minto Municipal",48.28332138,-97.39202112
D07,"Faith Muni",45.0363515,-102.019994
D09,"Bottineau Muni",48.830652,-100.41753475
D11,"Ojibwa Airpark",43.7200265,-85.0028045
D14,"Fertile Muni",47.5519115,-96.292
D15,"Lake Isabella Airpark",43.64447277,-84.98196834
D16,"Breezy Point",46.59996416,-94.21693556
D17,"Westwinds",38.7578495,-108.15008675
D18,"Downwind Acres",42.15281861,-83.56743667
D19,"Quentin Aanenson Field",43.62080277,-96.21864028
D20,"Yale",43.11252611,-82.78742945
D22,"Angola",42.660258675,-78.9912174975
D24,"Fessenden Municipal",47.65972388,-99.66095556
D25,"Manitowish Waters",46.120078,-89.88213275
D29,"Drayton Municipal",48.61859583,-97.17590362
D30,"Dickinsons Airfield",42.3211825,-77.41081639
D31,"Leeds Muni",48.285268,-99.402286
D32,"Starbuck Municipal",45.59996055,-95.53365112
D37,"Warren Muni",48.191125,-96.71118775
D38,"Canandaigua",42.912564,-77.3205415
D39,"Sauk Centre Muni",45.70690275,-94.9335
D41,"Stephen Municipal",48.45831222,-96.86283889
D42,"Springfield Muni",44.2310595,-94.998928
D43,"Hopewell Airpark",42.91950833,-77.24277778
D44,"Waskish Municipal",48.15412916,-94.51690001
D46,"Potoczak",43.06116888,-78.66141862
D48,"Dundee Flying Club",42.52923777,-76.96218556
D49,"Columbus Municipal",48.89864333,-102.79212056
D50,"Crosby Muni",48.928093,-103.29607975
D51,"Clarence Aerodrome",43.06672444,-78.68308584
D52,"Geneseo",42.79867361,-77.84250334
D54,"West Fargo Muni",46.8995995,-96.918611
D55,"Robertson Fld",48.755764,-98.39104175
D56,"Mayville Muni",47.4780955,-97.328256
D57,"Glen Ullin Regional",46.8143065,-101.8651875
D58,"Timber Lake Municipal",45.4149875,-101.08320139
D59,"Gowanda",42.50394972,-78.95059001
D60,"Tioga Muni",48.38059725,-102.89799875
D61,"Towner Municipal",48.35833194,-100.39207889
D63,"Dinsmore",40.49292,-123.599762
D64,"Westhope Muni",48.9133335,-101.0336095
D65,"Corsica Municipal",43.43443388,-98.39757973
D66,"Delta Junction",64.0504375,-145.71732639
D67,"Creekside",42.916175,-77.38248806
D68,"Town Of Springerville Muni",34.13143125,-109.30803225
D69,"Horaks",44.38750333,-85.95007945
D70,"Honeoye Falls",42.94728527,-77.59972056
D71,"Houghton College",42.42645333,-78.16917667
D72,"Knowlesville",43.22089166,-78.31502278
D73,"Monroe Walton Co",33.7814865,-83.69356
D74,"Chorman",38.8484475,-75.612428
D75,"Hannas Acres",42.82645194,-77.71444445
D76,"Skyport",44.92024083,-91.97490001
D78,"Lakestone Farm",43.03534083,-77.30804112
D79,"Dart",42.26811333,-79.48171334
D80,"Olcott-newfane",43.32088916,-78.72892389
D81,"Red Lake Falls Municipal",47.82496722,-96.25782584
D82,"Ovid",42.65479277,-76.79634278
D83,"Boonville",39.012638,-123.38264
D85,"Randolph",42.15422666,-79.01642973
D86,"Sequoia Fld",36.4486125,-119.3188905
D88,"Pratts Eastern Divide",42.15005638,-79.68588112
D89,"South Dayton",42.37089388,-79.00948251
D90,"Mancelona Municipal",44.92500638,-85.06671889
D91,"Spencerport Airpark",43.16950555,-77.81834167
D93,"Airtrek",42.85006722,-76.84967973
D94,"Schuyler",42.45201638,-76.91162723
D95,"Dupont Lapeer",43.0659585,-83.271557
D98,"Romeo State",42.797977,-82.975279
D99,"Weiss Airfield",42.90006388,-77.49971612
DA10,"Illizi",26.5744465,8.484752
DA11,"Hamaguir",30.879118,-3.067725
DA12,"El Abiodh Sidi Cheikh",32.898514,0.5246805
DA13,"Tinfouchy",28.881192,-5.82344575
DA15,"Saida",34.8971945,0.1516945
DA16,"Tindouf East",27.5849241666667,-7.50001666666667
DAAB,"Blida",36.504707,2.8126115
DAAD,"Bou Saada",35.3325115,4.206524
DAAE,"Soummam",36.7118055,5.0698615
DAAG,"Alger Houari Boumediene",36.697521,3.21307925
DAAJ,"Tiska",24.28451875,9.45636575
DAAK,"Boufarik",36.545875,2.8763195
DAAN,"Reggane",26.7100445,0.2856695
DAAP,"Illizi Takhamalt",26.7235345,8.622653
DAAQ,"Ain Oussera",35.5254355,2.878746
DAAS,"Ain Arnat",36.178129,5.324493
DAAT,"Tamanrasset",22.8103835,5.4444035
DAAV,"Jijel",36.7951345,5.873607
DAAY,"Mecheria",33.5284075,-0.24073825
DAAZ,"Relizane",35.7522375,0.6262725
DABB,"Annaba",36.82932575,7.8137465
DABC,"Mohamed Boudiaf Intl",36.27604175,6.62027775
DABS,"Cheikh Larbi Tebessi",35.4316105,8.12071625
DABT,"Batna",35.752104,6.308589
DAFH,"Hassi R Mel",32.93136775,3.310321
DAOB,"Bou Chekif",35.341136,1.463147
DAOE,"Bou Sfer",35.737097,-0.8044305
DAOF,"Tindouf",27.700371,-8.16710225
DAOI,"Ech Cheliff",36.2126585,1.3317665
DAOL,"Tafaraoui",35.542453,-0.532272
DAON,"Zenata",35.01335,-1.4572025
DAOO,"Es Senia",35.6238585,-0.6211835
DAOR,"Bechar",31.645745,-2.269862
DAOS,"Sidi Bel Abbes",35.171775,-0.5932765
DAOV,"Ghriss",35.207725,0.147143
DAUA,"Touat Cheikh Sidi Mohamed Belkebir",27.837639,-0.186389
DAUB,"Biskra",34.7933665,5.7383085
DAUE,"El Golea",30.5772915,2.86423625
DAUG,"Noumerat",32.38530275,3.8018115
DAUH,"Oued Irara",31.6729,6.140458
DAUI,"In Salah",27.251021,2.512018
DAUK,"Sidi Mahdi",33.0733335,6.089583
DAUL,"Laghouat",33.7643835,2.92834525
DAUO,"Guemar",33.51141725,6.77676875
DAUT,"Timimoun",29.236667,0.2759725
DAUU,"Ouargla",31.9174535,5.41289525
DAUZ,"In Amenas",28.057591,9.64092775
DBBB,"Cadjehoun",6.3572265,2.384353
DBBP,"Parakou",9.3570005,2.609191
DCK,"Dahl Creek",66.94333805,-156.90467389
DE07,"Flying C",39.14427888,-75.69131862
DE09,"Johnsons",39.06816805,-75.48853306
DE10,"Kimbowrosa Farm",38.96677944,-75.46630973
DE11,"Drummond",38.90566833,-75.40102889
DE12,"Owens Field",38.80566861,-75.41269639
DE14,"Huey",38.7440025,-75.53492445
DE17,"Sugar Hill",38.77789111,-75.58325945
DE19,"Duffys",39.32583333,-75.74159889
DE21,"West - Private",38.517335,-75.16546306
DE23,"Ockel Farms",38.75027777,-75.36
DE25,"Eagle Crest-hudson",38.77611111,-75.23361112
DE49,"Josephs",38.6374985,-75.3552775
DFCC,"Ouahigouya",13.562978,-2.4231395
DFFD,"Ouagadougou",12.352189,-1.5116055
DFOO,"Bobo Dioulasso",11.160058,-4.3309695
DGAA,"Accra_kotoka_intl",5.602578,-0.16760158
DGLE,"Tamale",9.55734683,-0.86316179
DGLN,"Navrongo",10.943082,-1.087321
DGLW,"Wa",10.08248,-2.5078025
DGLY,"Yendi",9.425047,-0.0053085
DGSI,"Kumasi",6.7146305,-1.5908345
DGSN,"Sunyani",7.362061,-2.3287625
DGTK,"Takoradi Ab",4.895992,-1.7747315
DH1,"Huntsville Deerhurst Resort",45.3541665,-79.151389
DIAP,"Abidjan Felix Houphouet Boigny Intl",5.261386,-3.926296
DIBK,"Bouake",7.7388,-5.0736665
DIDL,"Daloa",6.792807,-6.4731885
DIKO,"Korhogo",9.387183,-5.556664
DIMN,"Man",7.272071,-7.5873635
DISP,"San Pedro",4.746715,-6.6608155
DIYO,"Yamoussoukro",6.9031655,-5.365579
DN50,"Shiroro",9.8846525,6.818632
DN51,"Ajaokuta",7.4572375,6.461129
DN53,"Kaduna Old",10.598944,7.448707
DN54,"Bajoga Northeast",10.920119,11.501168
DN55,"Eket",4.6421765,7.9490375
DN56,"Escravos",5.625322,5.1923835
DN57,"Katsina",13.0074045,7.6577915
DNAA,"Nnamdi Azikiwe Intl",9.0067905,7.263171
DNAK,"Akure",7.246782,5.3010025
DNBE,"Benin",6.3165775,5.599008
DNCA,"Calabar",4.976046,8.3472985
DNEN,"Enugu",6.4740515,7.5616085
DNGU,"Gusau",12.1716665,6.696111
DNIB,"Ibadan",7.362421,3.978342
DNIL,"Ilorin",8.440115,4.4939685
DNIM,"Imo",5.4271485,7.206022
DNJO,"Yakubu Gowon",9.6398225,8.869083
DNKA,"Kaduna",10.6958665,7.3201445
DNKN,"Mallam Aminu Intl",12.04778425,8.524852
DNMA,"Maiduguri",11.855243,13.081285
DNMK,"Makurdi",7.7038815,8.6139375
DNMM,"Lagos Murtala Muhammed",6.57737975,3.3213475
DNMN,"Minna New",9.65234,6.46235
DNPO,"Port Harcourt Intl",5.0154555,6.949529
DNSO,"Sadiq Abubakar Iii Intl",12.915896,5.2068945
DNYO,"Yola",9.263721,12.43125325
DNZA,"Zaria",11.130222,7.6857135
DOI,"Doini",-10.700934565,150.72178379
DPU,"Dumpu",-5.85594793,145.738874485
DRRM,"Maradi",13.502529,7.1267525
DRRN,"Diori Hamani",13.482967,2.181087
DRRT,"Tahoua",14.8756585,5.2653585
DRZA,"Manu Dayak",16.965965,8.0001545
DRZD,"Dirkou",18.968703,12.86865
DRZF,"Diffa",13.372896,12.6266865
DRZR,"Zinder",13.7789955,8.983761
DT70,"Madaniyin",33.3502445,10.4439735
DTKA,"Tabarka 7 Novembre",36.9801655,8.875125
DTMB,"Monastir Habib Bourguiba Intl",35.757843,10.754025
DTTA,"Carthage",36.8512675,10.230027
DTTB,"Sidi Ahmed Air Base",37.2447235,9.79276125
DTTD,"Remada",32.306146,10.3820985
DTTF,"Gafsa",34.422153,8.822546
DTTG,"Gabes",33.876922,10.1033265
DTTI,"Borj El Amri",36.7213515,9.9431615
DTTJ,"Djerba Zarzis",33.8754475,10.777153
DTTR,"El Borma",31.703757,9.2543595
DTTX,"Thyna",34.717558,10.6908305
DTTZ,"Nefta",33.93961,8.1011095
DXNG,"Niamtougou International",9.767333,1.09125
DXXX,"Gnassingbe Eyadema Intl",6.165736,1.2541415
E00,"Doctors Mesa",38.85276,-108.01729001
E01,"Roy Hurd Mem",31.58247575,-102.90912075
E05,"Hatch Muni",32.6602845,-107.1954055
E06,"Lea Co Zip Franklin Mem",32.95383825,-103.40900225
E07,"Lea County Tatum",33.26122277,-103.27689389
E08,"Canam",34.99061222,-101.96852695
E11,"Andrews Co",32.3307221666667,-102.5289365
E13,"Crane Co",31.4175463333333,-102.3660185
E14,"San Juan Pueblo",36.0270835,-106.047083
E16,"South Co Arpt Of Santa Clara Co",37.081585,-121.596804
E19,"Gruver Muni",36.233718,-101.432193
E21,"Sampleys",33.92280722,-113.18130334
E24,"Whiteriver",33.8125,-109.986804
E25,"Wickenburg Muni",33.96889,-112.79861
E26,"Lea County Jal",32.1322835,-103.15474175
E30,"Bruce Fld",31.6744875,-99.976985
E31,"Ak Chin Community Airfield",32.9861625,-112.02569612
E32,"Lindrith Airpark",36.29140638,-107.05615445
E34,"Smiley Johnson Muni Bass Fld",34.9114985,-100.8693475
E35,"Fabens",31.5150695,-106.1481945
E36,"Georgetown",38.9209165,-120.86475
E37,"Flying J Ranch",32.84784333,-109.88174806
E38,"Alpine Casparis Muni",30.3843285,-103.683643
E40,"Wilsons",35.65207666,-81.35786389
E41,"Reagan Co",31.19738375,-101.47333425
E42,"Spearman Muni",36.2210085,-101.1944955
E44,"Taurus Mesa",29.62101888,-103.67935112
E45,"Pine Mountain Lake",37.8616655,-120.177875
E46,"02 Ranch",29.87489694,-103.69712667
E48,"Upton Co",31.1239351666667,-102.224860666667
E51,"Bagdad",34.595853,-113.1701945
