icao,name,lat,lon,runways,ils
LFKJ,"Napoleon Bonaparte",41.9228857475,8.7995865175,2,1
LFKS,"Solenzara",41.928588,9.4016848,5,1
LFLA,"Auxerre Branches",47.850361,3.497153,1,1
LFLB,"Aix-les-bains",45.6362344575,5.88089763,2,1
LFLC,"Clermont-ferrand_auvergne",45.783361,3.1615575,2,1
LFLL,"Lyon Saint Exupery",45.726079315,5.08841732666667,3,3
LFLN,"Saint Yan",46.4126631166667,4.01570097833333,3,2
LFLP,"Annecy Haute-sovoie Mont Blanc Meythet",45.9288651666667,6.1005745,3,1
LFLS,"St Geoirs",45.361097466,5.32996534,5,1
LFLU,"Valence Chabeuil",44.9215935,4.9699,1,1
LFLV,"Vichy Charmeil",46.169689,3.4037375,1,1
LFLW,"Aurillac",44.8914165,2.422195,1,1
LFLX,"Chateauroux Deols",46.86375,1.731667,1,1
LFLY,"Lyon Bron",45.727171,4.9442735,1,1
LFMC,"Le Cannet",43.38443,6.3853675,2,1
LFMH,"Saint Etienne Boutheon",45.540868,4.29645,1,2
LFMI,"Istres Le Tube Ba",43.5132198571429,4.93704357142857,7,1
LFMK,"Salvaza",43.216122,2.305496,1,1
LFML,"Marseille Provence",43.4361166007692,5.21765877615385,13,3
LFMN,"Nice/cote D'azur",43.6516300097222,7.21244069305556,18,2
LFMO,"Caritat Ab",44.1393768333333,4.865081,3,1
LFMP,"Rivesaltes",42.7389548333333,2.869551,6,1
LFMT,"Montpellier/mediterranee",43.575689,3.96376225,4,1
LFMU,"Beziers Vias",43.323422,3.353573,1,1
LFMV,"Caumont",43.908587,4.901090935,2,2
LFMY,"Salon Ab",43.607866,5.11215464125,4,1
LFOA,"Avord",47.0557375,2.6318065,1,2
LFOB,"Beauvais-tille",49.45600045,2.11891364,2,2
LFOE,"Fauville",49.0286695,1.2198665,1,2
LFOH,"Le Havre-octeville",49.5349935033333,0.0939520516666667,3,1
LFOJ,"Bricy",47.9877275,1.760625,1,1
LFOK,"Chalons Vatry",48.776207,4.1841665,1,2
LFOP,"Rouen Vallee De La Seine",49.385211,1.1761915,1,1
LFOT,"Tours Val De Loire Ab",47.43297375,0.728402,2,1
LFPB,"Paris Le Bourget",48.966339275,2.441920392,5,2
LFPC,"Creil Ab",49.2521861725,2.5188232875,2,1
LFPG,"Paris Charles De Gaulle",49.0097421575,2.562619395,4,8
LFPM,"Melun Villaroche",48.608093125,2.674794375,4,2
LFPN,"Toussus-le-noble",48.750311,2.10746675,8,2
LFPO,"Paris Orly",48.7269692925,2.3699923175,4,4
LFPT,"Pontoise Cormeilles En Vexin",49.0957925,2.03558325,2,2
LFPV,"Velizy",48.7743655,2.2016055,1,2
LFQB,"Troyes Barberey",48.3208825,4.0138455,3,1
LFQE,"Rouvres",49.226915,5.6722095,1,1
LFQI,"Epinoy Ba",50.221861,3.154166,1,1
LFQP,"Phalsbourg Bourscheid Army",48.766208,7.200557,1,2
LFQQ,"Lille Lesquin",50.5693264,3.0944458,5,1
LFQT,"Calonne",50.621434,2.6472455,2,1
LFQV,"Charleville Mezieres",49.7839305,4.647068,1,1
LFRB,"Brest Bretagne",48.4493765,-4.4182315,2,1
LFRC,"Cherbourg Maupertus",49.6501515,-1.470264,1,1
LFRD,"Dinard Pleurtuit-st Malo",48.5879835,-2.079916,2,1
LFRG,"Deauville Saint Gatien",49.365296,0.1543235,1,1
LFRH,"Lorient Lann-bihoue",47.7599393333333,-3.44011966666667,3,1
LFRI,"La Roche Sur Yon Les Ajoncs",46.701944,-1.378625,1,1
LFRJ,"Landivisiau Navy",48.530229,-4.151792,1,1
LFRK,"Caen Carpiquet",49.17512225,-0.45194075,2,1
LFRN,"Rennes St Jacques",48.0678403333333,-1.733748,3,1
LFRO,"Lannion",48.754309,-3.471747,1,1
LFRQ,"Quimper Pluguffan",47.97306,-4.172643,3,1
LFRS,"Nantes_atlantique",47.15604,-1.611186,2,1
LFRT,"Saint Brieuc Armor",48.538265,-2.854612,1,1
LFRZ,"Saint Nazaire Montoir",47.3121875,-2.1491795,1,1
LFSB,"Bale-mulhouse",47.6015028571429,7.52405171428571,7,2
LFSC,"Meyenheim Ab",47.919968,7.400422,2,1
LFSD,"Dijon Longvic Ab",47.269011,5.0901165,2,1
LFSF,"Metz Frescaty",49.0722985,6.1327595,1,2
LFSG,"Epinal Mirecourt",48.325189,6.069958,1,1
LFSI,"Saint Dizier Robinson",48.6344337383333,4.90493188833333,3,1
LFSL,"Rosieres Ab",48.78007718,5.97987498,1,2
LFSN,"Nancy Essey",48.692079,6.230454,1,1
LFSO,"Ochey_ab",48.583207,5.954551,1,1
LFSR,"Reims Champagne",49.3099805,4.050133,1,1
LFST,"Entzheim",48.539971875,7.623778125,8,2
LFSX,"Luxeuil St Sauveur Ab",47.78637025,6.35808175,2,2
LFTW,"Garons Navy",43.7552105,4.415123,4,2
LGAV,"Athens Intl Airport Elefterios Venizel",37.9363575,23.94447,2,4
LGRP,"Diagoras",36.4054195,28.086193,1,1
LGTS,"Thessalonik Makedonia",40.5195215,22.97201675,2,2
LHBP,"Ferihegy (budapest)",47.4356726,19.2523586,5,4
LHDC,"Debrecen",47.48941725,21.6145765,2,1
LHPP,"Pecs South",45.989306,18.242083,1,1
LHSM,"Balaton",46.68828875,17.15765825,2,1
LIBD,"Bari Palese Macchie",41.1361866675,16.75970606,2,1
LIBG,"Grottaglie",40.5175125,17.40321122,1,1
LIBN,"Lecce",40.238982,18.1330905,1,1
LIBP,"Pescara",42.431256685,14.18303008,1,1
LIBR,"Brindisi/casale",40.660824245,17.942673385,2,1
LICA,"Lamezia Terme",38.905394,16.242271,1,1
LICC,"Catania Fontanarossa",37.466779,15.066401,1,1
LICJ,"Palermo",38.17737675,13.09703525,2,2
LICT,"Trapani Birgi",37.9114165,12.4879375,1,1
LIEA,"Alghero",40.632132,8.290774,1,1
LIEE,"Cagliari Elmas",39.251475,9.0542905,1,1
LIEO,"Olbia Costa Smeralda",40.898661,9.517629,1,2
LIMC,"Milano Malpensa",45.6306055,8.728111,2,3
LIME,"Bergamo Orio Al Serio",45.67397568,9.70273917,5,1
LIMF,"Torino Caselle",45.2007625,7.6496305,1,1
LIMJ,"Genova Sestri",44.411957415,8.841866225,1,1
LIML,"Milano Linate",45.4531805,9.27244316666667,3,1
LIMP,"Parma",44.8267735,10.297108,1,1
LIMW,"Aosta",45.738756215,7.36776128,2,1
LIMZ,"Levaldigi",44.547603,7.6233225,1,1
LIPC,"Cervia",44.2242935,12.3072335,1,1
LIPE,"Bologna",44.5354455,11.2886625,1,1
LIPH,"Treviso",45.648499,12.194136,1,1
LIPK,"Forli",44.194743,12.0700875,1,1
LIPO,"Montichiari",45.42854826,10.331283005,1,1
LIPQ,"Ronchi Dei Legionari",45.827857,13.4666635,1,1
LIPR,"Rimini Mil",44.0202865,12.611746,1,1
LIPU,"Padova",45.3963525,11.848238,1,1
LIPX,"Villafranca",45.396942,10.890418,1,1
LIPY,"Falconara",43.6163505,13.3623105,1,1
LIPZ,"Venezia Tessera",45.50479075,12.349691275,2,1
LIRA,"Ciampino",41.7992275,12.594917,1,1
LIRE,"Pratica Di Mare",41.6589858333333,12.4434339166667,6,1
LIRF,"Roma Fiumicino Leonardo Da Vinci",41.8108088333333,12.2508971666667,3,5
LIRN,"Naples Capodichino",40.886032,14.2907835,1,2
LIRP,"Pisa",43.6838825,10.392724,2,1
LIRQ,"Firenze",43.8099845,11.2051175,1,1
LIRZ,"Perugia",43.09619186,12.513324585,1,1
LJLJ,"Ljubljana",46.223685,14.4576085,1,1
LJMB,"Maribor",46.4806248475,15.68601987,2,1
LKKB,"Kbely",50.1207459625,14.5426966975,2,1
LKMT,"Ostrava Mosnov",49.69660353,18.115077,2,1
LKNA,"Namest",49.16620534,16.12437626,1,1
LKPD,"Pardubice",50.0145807216667,15.7433101666667,3,1
LKPO,"Prerov",49.425920575,17.404829015,1,1
LKPR,"Praha - Ruzyne",50.101144005,14.2629634433333,3,4
LKTB,"Turany",49.152302228,16.690137623,5,1
LKVO,"Vodochody",50.2187473125,14.3871018525,2,1
LLBG,"Tel Aviv Ben Gurion",32.011468,34.8850591666667,3,2
LMML,"La Valette Luqa",35.8494770475,14.4818358225,2,2
LOWG,"Graz Thalerhof",46.990305,15.439666,3,1
LOWI,"Innsbruck Kranebitten",47.257640545,11.344730775,2,2
LOWK,"Klagenfurt Woerthersee",46.645632324,14.328795488,5,1
LOWL,"Linz Hoersching",48.23391766,14.1851648566667,3,2
LOWS,"Salzburg Maxglan",47.793333,13.0043335,1,1
LOWW,"Wien Schwechat",48.1100685,16.56963724,2,4
LPAZ,"Santa Maria",36.9727315,-25.1705323333333,3,1
LPBJ,"Beja",38.07878375,-7.9311815,2,1
LPFR,"Faro",37.0153365,-7.9723275,1,1
LPLA,"Lajes",38.76441,-27.093482,1,2
LPMR,"Monte Real",39.831239,-8.8872585,1,1
LPPR,"Porto",41.247932,-8.6812205,1,1
LPPT,"Lisboa",38.778559,-9.13514625,2,2
LQSA,"Sarajevo",43.824597,18.3315,1,1
LQTZ,"Tuzla",44.4586665,18.724833,1,1
LRAR,"Arad",46.1765515,21.2620225,1,2
LRBS,"Bucarest Baneasa",44.503193,26.1021125,1,1
LRCK,"Constanta - Mihail Kogalniceanu",44.362114,28.488454,1,2
LRCL,"Cluj Napoca",46.7851095,23.6861665,1,1
LRIA,"Iasi",47.17849,27.620632,1,1
LROD,"Oradea",47.0253225,21.9024095,1,1
LROP,"Bucarest Otopeni Intl",44.5721605,26.102177,2,4
LRSB,"Sibiu",45.785596,24.0913415,1,1
LRTM,"Transilvania Targu Mures",46.467778,24.4125,1,1
LRTR,"Traian Vuia",45.8098335,21.3378725,1,1
LSGC,"Les Eplatures",47.08415363,6.793496925,1,1
LSGG,"Geneva",46.2377545425,6.1061726625,2,2
LSGS,"Sion",46.220772946,7.331880538,5,1
LSMD,"Duebendorf",47.3975704333333,8.64254269,3,1
LSME,"Emmen",47.09100625,8.3018615,2,1
LSMP,"Payerne",46.843204405,6.915056745,1,1
LSZA,"Lugano",46.004215258,8.909277574,5,1
LSZB,"Bern-belp",46.912774504,7.49833106,5,1
LSZH,"Zurich",47.463489,8.54996383333333,3,4
LSZR,"St.gallen-altenrhein",47.4855591675,9.560741205,2,1
LTAC,"Esenboga",40.12828475,32.99540325,2,4
LTAD,"Etimesgut",39.950193,32.6875945,2,1
LTAF,"Adana",36.982142,35.280394,1,1
LTAG,"Incirlik Ab",37.002008,35.42581,1,2
LTAI,"Antalya",36.8995981666667,30.7975073333333,3,3
LTAU,"Erkilet",38.7703845,35.4954275,1,1
LTAY,"Cardak",37.785564,29.701296,1,1
LTAZ,"Kapadokya",38.771865,34.5345485,1,1
LTBA,"Istanbul Ataturk",40.978907,28.8123208333333,3,5
LTBJ,"Adnan Menderes",38.29221,27.1559395,2,2
LTBR,"Yenisehir",40.25520825,29.56256875,2,1
LTBU,"Corlu",41.13825,27.9189445,1,1
LTCE,"Erzurum",39.95223,41.1701033333333,3,1
LTCF,"Kars",40.5620835,43.115,1,1
LTCG,"Trabzon",40.99506,39.789701,1,1
LTCK,"Mus",38.7477705,41.6612305,1,1
LTFE,"Milas Bodrum",37.2511155,27.66535,1,2
LTFH,"Carsamba",41.2544805,36.567103,1,1
LTFJ,"Sabiha Gokcen",40.8985515,29.309221,1,2
LUBL,"Balti Intl",47.838111,27.7814665,1,1
LUKK,"Chisinau Intl",46.927793,28.9309235,1,2
LWOH,"Ohrid",41.1799265,20.742314,1,1
LWSK,"Skopje",41.9616195,21.6213725,1,1
LY90,"Dakovica",42.4344445,20.4277775,1,1
LYBE,"Belgrade",44.818429,20.309211,1,2
LZIB,"Bratislava Mr Stefanik",48.167986,17.21617075,2,2
LZKZ,"Kosice",48.6630305,21.2411545,1,1
LZPP,"Piestany",48.625246,17.828443,1,1
LZSL,"Sliac",48.637839,19.134108,1,1
LZTT,"Tatry",49.073593,20.24114,1,1
MDSD,"Las Americas Intl",18.4296625,-69.668925,1,1
MDST,"Santiago Cibao Intl",19.4060915,-70.604689,1,1
MGGT,"La Aurora",14.583272,-90.5274735,1,1
MGTK,"Mundo Maya Intl",16.9138195,-89.866382,1,1
MKJP,"Norman Manley Intl",17.935665,-76.78756,1,1
MKJS,"Sangster Intl",18.503549,-77.913698,1,1
MMAA,"General Juan N Alvarez Intl",16.75599025,-99.75175625,2,2
MMCU,"General R Fierro Villalobos Intl",28.7017521666667,-105.96554,3,1
MMGL,"Don Miguel Hidalgo Y Costilla Intl",20.52457525,-103.30882475,2,2
MMIO,"Plan De Guadalupe Intl",25.54212275,-100.93030125,2,1
MMLP,"General Manuel Marquez De Leon Intl",24.0726945,-110.3624735,1,1
MMMD,"Licenciado Manuel Crescencio Rejon Int",20.93203475,-89.6516105,2,1
MMMX,"Licenciado Benito Juarez Intl",19.43630772,-99.0721042,2,2
MMMY,"General Mariano Escobedo Intl",25.77865225,-100.105852,2,1
MMMZ,"General Rafael Buelna Intl",23.1613555,-106.2646975,1,1
MMTJ,"General Abelardo L Rodriguez Intl",32.5410625,-116.970158,1,1
MMTM,"General Francisco Javier Mina Intl",22.2964481666667,-97.8659295,3,1
MMTO,"Toluca Lic. Adolfo Lopez Mateos",19.3373662625,-99.567256365,2,1
MMUN,"Cancun International",21.042287,-86.8733325,2,2
MNMG,"Managua Intl",12.141493,-86.168178,1,1
MPTO,"Tocumen Intl",9.0713635,-79.3834575,2,1
MROC,"San Jose Juan Santamaria Intl",9.9939265,-84.2088845,1,1
MSLP,"El Salvador Intl",13.445666,-89.051739,2,1
MTPP,"Toussaint Louverture Intl",18.5800515,-72.29254,1,1
MUCC,"Jardines Del Rey",22.4609445,-78.328602065,1,1
MUCU,"Santiago De Cuba Antonio Maceo Intl",19.97233675,-75.83551675,2,1
MUHA,"Havana Jose Marti Intl",22.989154,-82.409086,1,1
MUHG,"Frank Pais Intl",20.785554,-76.3151085,1,1
MUVR,"Juan Gualberto Gomez Intl",23.034438855,-81.43526875,1,1
MYGF,"Grand Bahama Intl",26.5586845,-78.6955525,1,1
MYNN,"Nassau Intl",25.03859575,-77.466620795,2,1
NCRG,"Rarotonga Intl",-21.202739,-159.8055555,1,2
NFFN,"Nadi Intl",-17.75684194125,177.447618045,4,1
NSFA,"Faleolo International",-13.8290356175,-172.007720405,2,1
NSTU,"Pago Pago",-14.33005963,-170.7102440125,2,1
NTAA,"Faaa",-17.555206865,-149.6103097525,2,1
NWWW,"Noumea La Tontouta",-22.01452942,166.21302176,1,1
NZAA,"Auckland International",-37.010794,174.787331,2,2
NZCH,"Christchurch Intl",-43.487191515,172.535283768,5,2
NZDN,"Dunedin",-45.9291515,170.197629,1,2
NZOH,"Ohakea",-40.2052108016667,175.384053123333,3,2
NZWN,"Wellington Intl",-41.32684332,174.806842075,1,2
NZWP,"Whenuapai",-36.78655725,174.63029475,4,2
OAKB,"Kabul Intl",34.564677458125,69.21228745,8,1
OBBI,"Bahrain Intl",26.26783675,50.63709525,2,2
OBBS,"Shaikh Isa",25.9183665,50.59055,1,1
OEAB,"Abha",18.2403775,42.656633,1,1
OEAH,"Al Ahsa",25.2853055,49.485189,1,1
OEBA,"Al Baha",20.296126,41.634283,1,1
OEBH,"Bisha",19.984139,42.6228455,1,1
OEDF,"King Fahd Intl",26.4711965,49.7979,2,4
OEDR,"King Abdulaziz Ab",26.2625655,50.15306325,2,4
OEGN,"King Abdullah Bin Abdulaziz",16.9010805,42.585782,1,1
OEGS,"Gassim",26.3028235,43.773911,1,1
OEHL,"Hail",27.437917,41.6862915,1,1
OEJB,"Jubail",27.0390335,49.4050805,1,1
OEJN,"Jeddah King Abdulaziz Intl",21.6813188333333,39.1556468333333,3,6
OEKK,"King Khaled Military City",27.900903,45.5281945,1,1
OEKM,"King Khaled Ab",18.29722225,42.80348525,2,1
OEMA,"Prince Mohammad Bin Abdulaziz",24.55265775,39.70535975,2,3
OEPS,"Prince Sultan Ab",24.0627,47.5805345,1,2
OERK,"Riyadh King Khaled Intl",24.95744925,46.69884175,2,4
OERM,"Ras Mishab",28.0795835,48.610972,1,1
OERT,"Ras Tanura",26.723107,50.0308125,1,1
OERY,"Riyadh Ab",24.7193125,46.72043825,2,1
OESH,"Sharurah",17.466875,47.121429,1,1
OESK,"Al Jouf",29.785132,40.1000045,1,1
OETB,"Tabuk",28.37367725,36.6204565,2,1
OETN,"Ras Tanajib",27.8678445,48.7691485,1,1
OEWD,"Wadi Al Dawasir",20.504275,45.1995545,1,1
OEWJ,"Wejh",26.198554,36.4761045,1,1
OEYN,"Yenbo",24.1442345,38.063389,1,1
OIAW,"Ahwaz",31.3374305,48.761949,1,1
OICC,"Shahid Ashrafi Esfahani",34.3458515,47.158132,1,1
OIFM,"Esfahan Shahid Beheshti Intl",32.75085675,51.8612855,2,1
OIGG,"Rasht",37.325546,49.605571,1,1
OIIE,"Imam Khomeini Intl",35.4183785,51.14386525,2,1
OIII,"Teheran Mehrabad Intl",35.6926311666667,51.3174088333333,3,1
OIKB,"Bandar Abbass Intl",27.21831575,56.377852,2,1
OIMM,"Mashhad Intl",36.23525775,59.6409755,2,1
OISS,"Shiraz Shahid Dastghaib Intl",29.539241,52.589784,2,1
OITL,"Ardabil",38.3256775,48.4243525,1,1
OITR,"Uromiyeh",37.6681205,45.0687055,1,1
OITT,"Tabriz Intl",38.1329905,46.234937,2,1
OJAI,"Queen Alia Intl",31.72330975,35.99404575,2,3
OJAM,"Marka Intl",31.972703,35.9915725,1,1
OJAQ,"Aqaba King Hussein Intl",29.6110055,35.017851,1,1
OJJR,"Jerusalem",31.8665635,35.217629,1,1
OKAS,"Ali Al Salem Ab",29.34674,47.5207515,2,2
OKBK,"Kuwait Intl",29.2267165,47.97996825,2,4
OLBA,"Beyrouth Rafic Hariri Intl",33.8205328333333,35.4877855,3,2
OMAA,"Abu Dhabi Intl",24.4330485,54.651182,1,2
OMDB,"Dubai Intl",25.2549125,55.36426025,2,4
OMFJ,"Fujairah Intl",25.1121165,56.324217,1,1
OMSJ,"Sharjah Intl",25.3285865,55.517218,1,1
OOMA,"Masirah",20.673579,58.891754,2,1
OOMS,"Seeb Intl",23.5955355,58.29378125,2,2
OOSA,"Salalah",17.03661575,54.096616,2,1
OOTH,"Thumrait",17.665986,54.024611,1,1
OPFA,"Faisalabad Intl",31.3652765,72.99555,1,1
OPKC,"Karachi Jinnah Intl",24.9065465,67.16079725,2,1
OPLA,"Allama Iqbal Intl",31.52156175,74.403591,2,1
OPRN,"Chaklala",33.616768,73.0988125,1,1
ORBD,"Balad Southeast",33.94018725,44.36154175,2,2
ORMM,"Basrah Intl",30.5488335,47.6624165,1,2
ORSU,"Sulaymaniyah Intl",35.5608555,45.314664,1,1
OSAP,"Aleppo Intl",36.180675,37.224357,1,1
OSDI,"Damascus Intl",33.41063475,36.5142645,2,1
OSLK,"Bassel Al Assad Intl",35.401282,35.9484435,1,1
OTBD,"Doha Intl",25.2610555,51.5649985,1,1
OTBH,"Al Udeid Ab",25.1173155,51.314989,1,1
OYAA,"Aden Intl",12.829542,45.028793,1,1
OYSN,"Sanaa Intl",15.4762585,44.219739,1,1
PABE,"Bethel",60.7797665,-161.839998,2,1
PABR,"Wiley Post Will Rogers Mem",71.28465972,-156.76874622,1,1
PACD,"Cold Bay",55.2034447075,-162.7211095625,4,1
PACV,"Cordova-smith",60.4906935,-145.477301,2,1
PADK,"Adak",51.87797635,-176.645741605,2,1
PADQ,"Kodiak",57.7496323333333,-152.492882,3,1
PAED,"Elmendorf Afb",61.2514105,-149.804879,2,1
PAEI,"Eielson Afb",64.665665,-147.101511,1,2
PAEN,"Kenai Muni",60.57464575,-151.24148475,2,1
PAFA,"Fairbanks Intl",64.8139088333333,-147.855392166667,3,2
PAGA,"Edward G Pitka Sr",64.736314,-156.937839,2,1
PAKN,"King Salmon",58.677088,-156.64992025,2,1
PAKT,"Ketchikan Intl",55.3555445,-131.7137365,1,1
PANC,"Ted Stevens Anchorage Intl",61.1696328571429,-149.982217285714,7,3
PANI,"Aniak",61.581597,-159.5430445,1,1
PAOM,"Nome",64.51222725,-165.44506175,2,1
PAOT,"Ralph Wien Mem",66.88387625,-162.60093475,2,1
PAPB,"St George",56.577351,-169.6637365,1,1
PASC,"Deadhorse",70.194754,-148.46516216,1,1
PASN,"St Paul Island",57.1673195,-170.220444,1,1
PASY,"Eareckson As",52.712221,174.113618,1,1
PAYA,"Yakutat",59.503248,-139.66125,2,1
PGSN,"Francisco C Ada Saipan Intl",15.1190015,145.7293555,1,1
PGUA,"Andersen Afb",13.583952,144.93002575,2,1
PGUM,"Guam Intl",13.48387425,144.79717075,2,1
PHKO,"Kona Intl At Keahole",19.738767,-156.045632,1,1
PHLI,"Lihue - Kauai",21.9822688496,-159.3449377756,25,1
PHNL,"Honolulu Intl",21.319376375,-157.92128075,4,2
PHNY,"Lanai",20.785611,-156.9514185,1,1
PHOG,"Kahului",20.89897475,-156.43046025,2,1
PHTO,"Hilo Intl",19.7171792644444,-155.055016966667,9,1
RCBS,"Shang Yi",24.427896,118.3589155,1,1
RCKH,"Kaohsiung Intl",22.577093,120.350006,1,1
RCKU,"Chiayi",23.46178475,120.3928195,2,2
RCMQ,"Ching Chuan Kang Ab",24.26496,120.6208045,1,2
RCNN,"Tainan",22.950403,120.2057915,2,1
RCPO,"Hsinchu",24.8180335,120.939396,1,1
RCQC,"Magong",23.5686695,119.6283125,1,1
RCSQ,"Pingtung North",22.699986,120.4822905,1,1
RCSS,"Sungshan",25.069586,121.5525695,1,1
RCTP,"Taiwan Taoyuan International",25.07773125,121.2328235,2,4
RJAA,"Narita Intl",35.776552,140.38277025,2,4
RJAH,"Hyakuri",36.1810695,140.415431,1,1
RJBB,"Kansai Intl",34.43361925,135.2335985,2,2
RJBE,"Kobe",34.6327,135.2238835,1,1
RJCB,"Obihiro",42.7336015,143.2174265,1,1
RJCC,"New Chitose",42.77520625,141.69228325,2,3
RJCH,"Hakodate",41.770161,140.8220295,1,1
RJCJ,"Chitose",42.7958645,141.66644875,2,1
RJCK,"Kushiro",43.0409695,144.192986,1,1
RJCM,"Memanbetsu",43.8806055,144.164053,1,1
RJCN,"Nakashibetsu",43.5774265,144.9597915,1,1
RJCW,"Wakkanai",45.404111,141.800926,1,1
RJDC,"Yamaguchi Ube",33.9299125,131.278765,1,1
RJEB,"Monbetsu",44.3039125,143.4040265,1,1
RJEC,"Asahikawa",43.6707165,142.44758147,1,1
RJFF,"Fukuoka",33.585943,130.450686,1,2
RJFG,"New Tanegashima",30.6050665,130.991229,1,1
RJFK,"Kagoshima",31.8034,130.7194055,1,1
RJFM,"Miyazaki",31.8771275,131.448447,1,1
RJFN,"Nyutabaru",32.083803,131.4517585,1,1
RJFO,"Oita",33.479503,131.737125,1,1
RJFR,"New Kitakyushu",33.8459405,131.034689,1,1
RJFS,"Saga",33.149718,130.302221,1,1
RJFT,"Kumamoto",32.837318,130.8550515,1,1
RJFU,"Nagasaki",32.92250475,129.923457,2,1
RJFY,"Kanoya",31.367684,130.837545,2,1
RJGG,"Chubu Centrair Intl",34.858414,136.8054085,1,2
RJKA,"Amami",28.4306345,129.712543,1,1
RJNA,"Nagoya",35.255493,136.9243885,1,1
RJNK,"Komatsu",36.39425025,136.4068555,2,1
RJNW,"Noto",37.293129,136.961946,1,1
RJOA,"Hiroshima",34.436025,132.9194445,1,1
RJOB,"Okayama",34.7569375,133.8554345,1,1
RJOH,"Miho",35.4914665,133.2357195,1,1
RJOK,"Kochi",33.5460235,133.669396,1,1
RJOO,"Osaka Intl",34.78560275,135.4380195,2,1
RJOS,"Tokushima",34.1328085,134.606639,1,1
RJOT,"Takamatsu",34.214053,134.015772,1,1
RJSA,"Aomori",40.733272,140.6885945,1,1
RJSC,"Yamagata",38.4118955,140.3713305,1,1
RJSF,"Fukushima",37.2244055,140.42921025,2,1
RJSH,"Hachinohe",40.555713,141.4671045,3,1
RJSI,"Hanamaki",39.428725,141.135379,1,1
RJSK,"Akita",39.6156445,140.2186655,1,1
RJSM,"Misawa Ab",40.7032195,141.3683625,1,2
RJSN,"Niigata",37.95480325,139.11422825,2,1
RJSS,"Sendai",38.13873375,140.918248,2,1
RJSY,"Shonai",38.812367,139.787185,1,1
RJTA,"Atsugi Naf",35.4546165,139.4501545,1,1
RJTL,"Shimofusa",35.7989445,140.0122085,1,1
RJTT,"Tokyo Haneda Intl",35.54825380375,139.78855365,4,4
RJTY,"Yokota Ab",35.748493,139.348482,1,2
RKJJ,"Gwangju",35.12617225,126.80913675,2,1
RKJK,"Kunsan Ab",35.9037555,126.6158935,1,2
RKNN,"Gangneung",37.7535595,128.9436265,1,1
RKNY,"Yangyang Intl",38.06131,128.669161,1,1
RKPC,"Jeju Intl",33.50897975,126.48939725,2,2
RKPD,"Jeongseok",33.39591925,126.712089,2,1
RKPK,"Gimhae Intl",35.180657,128.9379815,2,2
RKPS,"Sacheon Ab",35.08872525,128.07090825,2,1
RKPU,"Ulsan",35.5934835,129.351739,1,1
RKSG,"A 511",36.9622125,127.0310705,1,1
RKSI,"Incheon Intl",37.46908475,126.45050575,2,4
RKSM,"Seoul Ab",37.44597925,127.1145415,2,1
RKSO,"Osan Ab",37.0906165,127.029593,1,2
RKSS,"Seoul Gimpo",37.55831025,126.79058375,2,4
RKTI,"Jungwon Ab",37.02999725,127.88526525,2,1
RKTN,"Daegu Ab",35.89414025,128.659054,2,1
RKTP,"Seosan Ab",36.70475325,126.4860625,2,1
RKTU,"Cheongju Intl",36.7165645,127.49916525,2,1
RKTY,"Yecheon",36.6319335,128.354832,1,1
ROAH,"Naha",26.1958155,127.645868,1,1
RODN,"Kadena Ab",26.35561025,127.76763375,2,2
ROMY,"Miyako",24.782821,125.295135,1,1
RORS,"Shimojijima",24.826902,125.144946,1,2
RPLB,"Subic Bay Intl",14.7944485,120.2713655,1,2
RPLC,"Clark Intl",15.185989,120.56032325,2,2
RPLL,"Manille Ninoy Aquino Intl",14.51158,121.0129765,2,2
RPMD,"Francisco Bangoy Intl",7.1255235,125.645779,1,2
RPMR,"Tambler",6.0581235,125.096199,1,1
RPMZ,"Zamboanga Intl",6.9224205,122.059635,1,1
RPVM,"Mactan Cebu Intl",10.307564,123.9794385,1,2
SAAP,"General Urquiza",-31.794778,-60.480347,1,1
SAAR,"Rosario (islas Malvinas)",-32.903471975,-60.78463498,1,1
SAAV,"Sauce Viejo",-31.711653,-60.811597,1,1
SABE,"Aeroparque Jorge Newbery",-34.55941433,-58.41574935,1,1
SACO,"Ambrosio L V Taravella",-31.31349875,-64.2041235,2,1
SADP,"El Palomar",-34.6095225666667,-58.6056850316667,3,1
SAEZ,"Ministro Pistarini (ezeiza)",-34.821380035,-58.532731265,2,2
SAME,"El Plumerillo",-32.83354399,-68.796002545,2,1
SANL,"Capitan V. Almandos Almonacid",-29.382961005,-66.796641445,1,1
SANT,"Teniente Benjamin Matienzo",-26.8408,-65.104600565,1,1
SAOC,"Rio Cuarto Area De Material",-33.0923105,-64.26511375,2,1
SAOR,"Villa Reynolds",-33.72851325,-65.37692625,2,1
SARC,"Corrientes",-27.445503,-58.7618625,1,1
SARE,"Resistencia",-27.449986,-59.056125,1,1
SARF,"Formosa",-26.212722,-58.2281115,1,1
SARI,"Cataratas Del Iguazu",-25.7372795,-54.4734445,1,1
SARP,"Posadas",-27.3858375,-55.9707265,1,1
SASA,"Salta",-24.85553175,-65.48361575,2,1
SASJ,"Jujuy",-24.3927365,-65.097833,1,1
SAVC,"Comodoro Rivadavia",-45.785349,-67.465561,1,1
SAVE,"Esquel",-42.90794725,-71.13947,2,1
SAWE,"Rio Grande",-53.777667,-67.749389,1,1
SAWG,"Rio Gallegos",-51.6088735,-69.312636,1,1
